latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),time(millisecond),datetime(utc),satellites,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),compass_heading(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,flycStateRaw,flycState,message
49.6133681870384,14.932876110993,1820.5516127196,0,0,0,0,2016-08-21 14:17:11,12,0,1820.5516127196,0,0,0,249.2,0,0,364,1684,364,364,243.2,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.6133681846718,14.9328761073564,1820.5516127196,0,0,0.00121844492088,100,2016-08-21 14:17:11,12,0,1820.5516127196,0,0,0.00121844492088,249.3,0,0,364,1684,364,364,243.1,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.613368194996,14.9328761053241,1820.5516127196,0,0,0.0031977035144,200,2016-08-21 14:17:11,12,0,1820.5516127196,0,0,0.0031977035144,249.4,0,0,364,1684,364,364,243.2,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.613368194996,14.9328761053241,1820.5516127196,0,0,0.0031977035144,200,2016-08-21 14:17:11,12,0,1820.5516127196,0,0,0.0031977035144,249.4,0,0,364,1684,364,364,243.2,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.6133681900536,14.9328761093394,1820.5516127196,0,0,0.00116747379064,300,2016-08-21 14:17:11,12,0,1820.5516127196,0,0,0.0031977035144,249.4,0,0,364,1684,364,364,243.3,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.6133681656407,14.9328760194152,1820.5516127196,0,0,0.0230137474556,500,2016-08-21 14:17:11,12,0,1820.5516127196,0,0,0.0230137474556,249.5,0,0,364,1684,364,364,243.4,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.6133681536127,14.9328759281225,1820.5516127196,0,0,0.04491798044,600,2016-08-21 14:17:11,12,0,1820.5516127196,0,0,0.04491798044,249.5,0,0,364,1684,364,364,243.4,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.6133681416586,14.9328759410724,1820.5516127196,0,0,0.043447836036,700,2016-08-21 14:17:11,12,0,1820.5516127196,0,0,0.04491798044,249.5,0,0,364,1684,364,364,243.4,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.6133682380468,14.9328758420042,1820.5516127196,0,0,0.0662565638,800,2016-08-21 14:17:12,12,0,1820.5516127196,0,0,0.0662565638,249.5,0,0,364,1684,364,364,243.4,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
49.6133682311309,14.9328758433676,1820.5516127196,0,0,0.065280185816,900,2016-08-21 14:17:12,12,25.737,1820.5516127196,0,0,0.0662565638,249.5,0,0,364,1684,364,364,243.4,0,99,4.298,4.302,4.252,4.283,4.302,4.299,6,GPS_Atti,
