latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),time(millisecond),datetime(utc),satellites,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),compass_heading(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,flycStateRaw,flycState,message
49.6210248804978,16.1247252201458,2255.9479560486,0,0,0,0,2016-08-18 17:44:24,18,0,2255.9479560486,0,0,0,248.8,0,0,364,1684,364,364,242.8,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210248771803,16.1247252004321,2255.9479560486,0,0,0.0048142718076,100,2016-08-18 17:44:24,18,0,2255.9479560486,0,0,0.0048142718076,248.8,0,0,364,1684,364,364,242.8,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210248771803,16.1247252004321,2255.9479560486,0,0,0.0048142718076,100,2016-08-18 17:44:24,18,0,2255.9479560486,0,0,0.0048142718076,248.8,0,0,364,1684,364,364,242.8,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210248725395,16.124725177876,2255.9479560486,0,0,0.0104044294668,300,2016-08-18 17:44:24,18,0,2255.9479560486,0,0,0.0104044294668,248.9,0,0,364,1684,364,364,242.8,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210248883038,16.1247251803254,2255.9479560486,0,0,0.0098335961152,400,2016-08-18 17:44:24,18,0,2255.9479560486,0,0,0.0104044294668,248.9,0,0,364,1684,364,364,242.9,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.621024891836,16.1247251777303,2255.9479560486,0,0,0.0108454399796,500,2016-08-18 17:44:24,18,0,2255.9479560486,0,0,0.0108454399796,248.8,0,0,364,1646,497,560,242.8,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210248908371,16.1247251806325,2255.9479560486,0,0,0.0100726053092,600,2016-08-18 17:44:24,18,0,2255.9479560486,0,0,0.0108454399796,248.7,0,0,876,1343,1024,1024,243.6,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210247910822,16.1247252083028,2255.9479560486,0,0,0.0327430784756,700,2016-08-18 17:44:25,18,0,2255.9479560486,0,0,0.0327430784756,248.5,0,0,1024,1024,1024,1024,245.5,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210247602795,16.1247251961682,2255.9479560486,0,0,0.044226051284,900,2016-08-18 17:44:25,18,0,2255.9479560486,0,0,0.044226051284,248.4,0,0,1024,1024,1024,1024,246.3,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.621024754581,16.1247251886072,2255.9479560486,0,0,0.046541668156,1000,2016-08-18 17:44:25,18,25.735,2255.9479560486,0,0,0.046541668156,248.4,0,0,1024,1024,1024,1024,247,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210247521228,16.1247252789172,2255.9479560486,0,0,0.048854004188,1100,2016-08-18 17:44:25,18,25.735,2255.9479560486,0,0,0.048854004188,248.4,0,0,1024,1024,1024,1024,247.2,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210247511696,16.1247252700244,2255.9479560486,0,0,0.048635828328,1200,2016-08-18 17:44:25,18,25.735,2255.9479560486,0,0,0.048854004188,248.4,0,0,1024,1024,1024,1024,247.3,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210246718286,16.1247252897429,2255.9479560486,0,0,0.077889766272,1300,2016-08-18 17:44:25,18,25.735,2255.9479560486,0,0,0.077889766272,248.5,0,0,1024,1024,1024,1024,247.4,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210246717027,16.1247252843546,2255.9479560486,0,0,0.077675855504,1400,2016-08-18 17:44:25,18,25.735,2255.9479560486,0,0,0.077889766272,248.5,0,0,1024,1024,1024,1024,247.5,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210246803424,16.1247253528927,2255.9479560486,0,0,0.079481957924,1600,2016-08-18 17:44:25,18,25.735,2255.9479560486,0,0,0.079481957924,248.5,0,0,1024,1024,1024,1024,247.6,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210246703843,16.1247253695989,2255.9479560486,0,0,0.084407483016,1700,2016-08-18 17:44:26,18,25.735,2255.9479560486,0,0,0.084407483016,248.4,0,0,1024,1024,1024,1024,247.7,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210246720819,16.124725368104,2255.9479560486,0,0,0.083696853072,1800,2016-08-18 17:44:26,18,25.735,2255.9479560486,0,0,0.084407483016,248.4,0,0,1024,1024,1024,1024,247.8,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210246930794,16.1247254670984,2255.9479560486,0,0,0.08990485852,1900,2016-08-18 17:44:26,18,25.735,2255.9479560486,0,0,0.08990485852,248.4,0,0,1024,1024,1024,1024,247.8,0,98,4.299,4.303,4.25,4.283,4.302,4.298,6,GPS_Atti,
49.6210246894166,16.1247254660297,2255.9479560486,0,0,0.090763454348,2000,2016-08-18 17:44:26,18,25.735,2255.9479560486,0,0,0.090763454348,248.4,0,0,1024,1024,1024,1024,247.8,0,98,4.299,4.303,4.25,4.283,4.302,4.298,10,AssitedTakeoff,
49.6210245872056,16.1247254745325,2255.9479560486,0,0,0.122743442248,2100,2016-08-18 17:44:26,18,25.723,2255.9479560486,0,0,0.122743442248,248.5,0,0,1024,1024,1024,1024,247.8,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,Return-to-Home Altitude:20M
49.6210245824362,16.1247254813428,2255.9479560486,0,0,0.125050200852,2200,2016-08-18 17:44:26,18,25.723,2255.9479560486,0,0,0.125050200852,248.5,0,0,1024,1024,1024,1024,247.9,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,
49.6210245827796,16.1247254732712,2255.9479560486,0,0,0.124009846488,2400,2016-08-18 17:44:26,18,25.723,2255.9479560486,0,0,0.125050200852,248.3,0,0,1024,1024,1024,1024,247.9,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,
49.6210245739519,16.1247255596619,2255.9479560486,0,0,0.137654860048,2500,2016-08-18 17:44:26,18,25.723,2255.9479560486,0,0,0.137654860048,248.3,0,0,1024,1024,1024,1024,247.9,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,
49.6210245871311,16.1247255362727,2255.9479560486,0,0,0.130536093416,2600,2016-08-18 17:44:27,18,25.723,2255.9479560486,0,0,0.137654860048,248.2,0,0,1024,1024,1024,1024,247.9,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,
49.6210245766469,16.1247255225755,2255.9479560486,0,0,0.131908140704,2700,2016-08-18 17:44:27,18,25.723,2255.9479560486,0,0,0.137654860048,248.1,0,0,1024,1024,1024,1024,247.9,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,
49.621024563049,16.1247255151062,2255.9479560486,0,0,0.13518537178,2800,2016-08-18 17:44:27,18,25.723,2255.9479560486,0,0,0.137654860048,248.1,0,0,1024,1024,1024,1024,247.9,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,
49.6210245494036,16.1247254995607,2255.9479560486,0,0,0.137674545088,2900,2016-08-18 17:44:27,18,25.723,2255.9479560486,0,0,0.137674545088,248.1,0,0,1024,1024,1024,1024,247.9,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,
49.6210245325147,16.1247255018514,2255.9479560486,0,0,0.143362537396,3000,2016-08-18 17:44:27,18,25.723,2255.9479560486,0,0,0.143362537396,248.1,0,0,1024,1024,1024,1024,247.9,0,98,4.293,4.299,4.243,4.274,4.298,4.292,10,AssitedTakeoff,
